悪衣悪食, あくいあくしょく, 衣服や食べ物が粗末であること
談論風発, だんろんふうはつ, 談話や議論を活発に行うこと。 「談論」は、談話と議論
地域限定, ちいきげんてい, 地域の特色を出すため、その地域でしか販売していない商品
知育偏重, ちいくへんちょう, 知育・徳育・体育という教育の三要素のうち、知育のみを重んじること
治外法権, ちがいほうけん, ある国の領土に居ながら、その国の法律や統治権の支配を受けない特権
知己朋友, ちきほうゆう, 互いに相手のことをよく理解している親密な関係の友人。気心の知れた友人
池魚籠鳥, ちぎょろうちょう, 「池の中の魚と籠の中の鳥」という意味で、狭い所で飼われている状態。 不自由な暮らしのこと
築室道謀, ちくしつどうぼう, 家を建てようとするときに、道行く人に相談していると、様々な意見が出てなかなか家が建てられないという意味
竹頭木屑, ちくとうぼくせつ, 竹の切れ端や木の削り屑のように小さく粗末なものでも、何かの役に立つ可能性があるということ
矗立千尺, ちくりゅうせんせき, 極めて高く真っ直ぐに立っていること。 「矗立」は真っ直ぐにそびえ立っていること
知者不惑, ちしゃふわく, 知恵のある人は判断に迷うことがないという意味
知足不辱, ちそくふじょく, 財産や金銭については、欲を出さず、どの程度で満足すればよいかを知っていれば屈辱を味わう事態を避けられるという意味
知徳兼備, ちとくけんび, 知識と道徳を兼ね備えていること。 「知徳」は知識と道徳
忠君愛国, ちゅうくんあいこく, 君主に対して忠節を尽くし、国を愛すること。 「忠君」は君主に忠節を尽くすこと
中権後勁, ちゅうけんこうけい, 参謀がいて戦略を巡らし、後方には強力な軍勢が控えていること。 「中は権り後は勁し」と訓読する
忠言逆耳, ちゅうげんぎゃくじ, 他人からの忠告は聞き入れがたいものだということ。 「忠言は耳に逆らう」と読み下す
中原逐鹿, ちゅうげんちくろく, 多くの英雄が天子の位を狙って争うこと。 または、一つの地位などの目的を狙って競い合うこと
抽黄対白, ちゅうこうたいはく, 美しい色を巧みに配合すること。また、美しい文章を作ること
昼耕夜誦, ちゅうこうやしょう, 昼間は畑を耕して仕事をして、夜は勉強すること。 貧しい生活をしながらも勉学に励むこと
鋳山煮海, ちゅうさんしゃかい, 多くの財産を蓄えること。または、山や海の産物や資源が豊富であること
中途半端, ちゅうとはんぱ, 物事が完了していないこと。 態度などがどっちつかずの状態で徹底していないこと
仲連蹈海, ちゅうれんとうかい, 信念を貫くこと
調虎離山, ちょうこりざん, 兵法三十六計の第十五計。 敵を本拠地から誘い出し、味方に有利な地形で戦う策略
張三李四, ちょうさんりし, 張氏の三男と、李氏の四男の意味。 中国では張氏と李氏はありふれた姓であるところから、ごく平凡な人の喩え
朝種暮穫, ちょうしゅぼかく, 朝に作物を植えて、日暮れには収穫することを意味する。期間の短いことから転じて、方針が定まらないことの喩え
朝真暮偽, ちょうしんぼぎ, 朝方と夕方とで真実と虚偽が入れ替わるという意味。 物事の真偽の判断が難しいことの喩え
長者万燈, ちょうじゃまんとう, 裕福な人が施す多額の寄付。 額面は大きいが心がこもっていないこと
鳥尽弓蔵, ちょうじんきゅうぞう, 鳥を射尽くしてしまうと、不必要となった弓がしまわれてしまうという意味で、目的が達せられた後には、それまで重用されてい...
長生久視, ちょうせいきゅうし, 国家や組織が長続きすることを意味する。 「長生」は長生きをすること
長舌三寸, ちょうぜつさんずん, 人前では調子のいいことを言い、陰では舌を出して笑うこと
長鞭馬腹, ちょうべんばふく, 長すぎる鞭では馬の腹を叩くことができないという意味で、どんなに大きな勢力であっても、人力ではどうにもならないことがあ...
頂門一針, ちょうもんいっしん, 頭の上に1本の針を刺すという意味で、要点を的確に突いた戒めや忠告の喩え。急所を押さえた教訓
長幼有序, ちょうようゆうじょ, 年長者と年少者との間にある道徳的・社会的な秩序のこと。 年齢の如何によって守るべき礼儀作法
朝令暮改, ちょうれいぼかい, 朝方に命令を出して夕方にそれを変えること。 方針や法令などが頻繁に変わって定まらず、あてにならないことを意味する
直往邁進, ちょくおうまいしん, 躊躇わずにまっすぐに邁進すること
直言極諫, ちょくげんきょっかん, 相手の権力や地位などに遠慮せずに、自身が正しいと思うことを率直に言って諫いさめること
直言骨鯁, ちょくげんこっこう, 遠慮せずにありのまま思っていることを口に出し、意志強固で人に屈しないこと
直截簡明, ちょくせつかんめい, 見たり感じたりしたことを簡潔で理解しやすく説明できること。 「直截」は迷わず直ちに裁決するという意味
治乱興亡, ちらんこうぼう, 世の中が平和なことと、乱れていること。 繁栄することと、滅亡すること
沈思凝想, ちんしぎょうそう, 雑念を払って静かに集中して物事を考えること。 「沈思」は深く考えること
沈思黙考, ちんしもっこう, 静かに落ち着いて物事を深く考えること。 「沈思」は深く考えること
沈着大胆, ちんちゃくだいたん, 物事に対して動揺することがなく、臆せずに事態に対処すること。 冷静で肝の据わった性格
追善供養, ついぜんくよう, 故人の死後の幸福を祈う仏教の行事のこと。 日々仏壇に手をあわせたり、お墓参りをすることも含まれる
痛快無比, つうかいむひ, 他と比べものにならないほど気持ちのよいこと。愉快なこと
通功易事, つうこうえきじ, 仕事を分担し、物品を互いに流通させて、分業の生産性と成果を高めること
痛定思痛, つうていしつう, 痛みが治まってから、その痛みを振り返り思い出すという意味。 辛い過去の出来事を回想して今後の戒めにすること
亭主関白, ていしゅかんぱく, 家庭の中で夫が妻に支配者のように威張っていること。 「関白」は天皇の補佐をする職の名前で、権力者の喩え
廷争面折, ていそうめんせつ, 君主に対して臆することなく、大胆に諫いさめること。 別表記：「面折廷争めんせつていそう」
擲果満車, てきかまんしゃ, 非常に人気があること。 または女性が男性に好意を示すこと
適材適所, てきざいてきしょ, その人の能力に適した地位や仕事につけること
適者生存, てきしゃせいぞん, 環境に適応できるものだけが生き残り、適応できないものは滅びるという理論
滴水成氷, てきすいせいひょう, 厳しい冬の寒さの形容。または極寒の地のこと
哲夫成城, てっぷせいじょう, 賢い男は国を作るという意味。 「哲夫」は見識の優れた男性
手前味噌, てまえみそ, 自分で自分の作ったものを褒めること。自慢
天衣無縫, てんいむほう, 天女の衣には縫い目がまったくないことから、文章や詩歌が自然に作られていて完全無欠なこと
天宇地廬, てんうちろ, 天と地。この世界のこと
天淵氷炭, てんえんひょうたん, 差が甚だしいことの喩え。天と淵
天下御免, てんかごめん, 公然と許されること。 誰にもはばかることなく、堂々と振る舞えること
天下蒼生, てんかそうせい, すべての人々。天下の人民
天下泰平, てんかたいへい, 世の中が平和で安定した秩序があること。 安穏無事でのんびりしている様子
天下無双, てんかむそう, 世界に並ぶものが存在しないほど卓越していること。 類義語：「天下無類てんかむるい」
天花乱墜, てんからんつい, 生き生きとした話し方で人を魅了すること。または巧みな話術で人を騙すこと
天涯海角, てんがいかいかく, 極めて遠い地の果て。また互いに遠く離れていること
天涯地角, てんがいちかく, 二つの土地がきわめて遠く離れていることの喩え。 また、遥か遠くの辺鄙へんぴな場所を表す
天空海闊, てんくうかいかつ, 度量が大きく、些細なことにこだわらないこと。 また、文章や発想などが次々と自由に広がることの喩え
天懸地隔, てんけんちかく, 天と地のように、その隔たりが非常に大きいこと
天香桂花, てんこうけいか, 古代中国の伝説で、月に咲いているとされる桂の花のこと。 美人の形容
天神地祇, てんしんちぎ, 「天神」は天を司る神。 「地祇」は地を司る神
天井桟敷, てんじょうさじき, 大きな劇場で、料金が安く、一番後ろの天井に近い客席のこと
天人冥合, てんじんめいごう, 人の言動と神の意志が調和すること。 正しい行いをすれば、知らず知らずのうちに天の意志と一致するということ
点睛開眼, てんせいかいがん, 物事の最も大切なポイント。 または、最後の仕上げのために手を加える重要な部分
天孫降臨, てんそんこうりん, 日本神話において、天孫の瓊瓊杵尊ににぎのみことが、天照大神の神勅を受けて葦原中国あしわらのなかつくにを治めるために高...
天造草昧, てんぞうそうまい, 天地開闢てんちかいびゃくのとき、まだ物事に秩序がなく混沌こんとんとしている状態のこと
天地開闢, てんちかいびゃく, 世界の始まり。天地発生のとき
天地創造, てんちそうぞう, キリスト教の旧約聖書『創世記』における世界の創造のことを指す。 宗教絵画などで題材とされることが多い
点滴穿石, てんてきせんせき, 小さい力でも積み重なれば強大な力になることのたとえ。 「点滴」は一滴の水、「穿石」は石に穴をあけること
輾転反側, てんてんはんそく, 思い悩んで眠れないことの喩え。 なかなか寝付けずに何度も寝返りを打つこと
天覆地載, てんぷうちさい, 天地のように広く大らかな心。 「天は上にあって万物を覆い、地は下にあって万物を載せる」という意味
天保九如, てんぽうきゅうじょ, 長寿を願う言葉。 中国の古典『詩経』の天保篇で、天子の長寿を祈る詩に由来する
天歩艱難, てんぽかんなん, 時運の巡り合わせに恵まれず、非常に苦労すること。 「天歩てんぽ」は天体の運行のこと
天魔波旬, てんまはじゅん, 仏教用語で、人の善行を妨げる悪魔のこと。 「第六天魔王波旬」を略した言葉
転迷開悟, てんめいかいご, 迷いを転じて、悟りを開くこと。 「転迷」は、煩悩による迷いを捨てること
天佑神助, てんゆうしんじょ, 天の助け。神の加護
丁稚奉公, でっちぼうこう, 幼少期から下働きとして勤めること。 「丁稚」は、商人や職人の家で下働きする年少者のこと
田園将蕪, でんえんしょうぶ, 人手がないために田畑に雑草が生い茂って、荒れ果てる寸前である様子
当意即妙, とういそくみょう, 機転を利かせ、その場に合ったことをすること。 仏教用語の「当位即妙とういそくみょう」が由来
桃園結義, とうえんけつぎ, 中国の後漢時代末期を舞台にした小説『三国志演義』の冒頭のエピソード
燈火可親, とうかかしん, 秋の夜長は読書に最適だということを表す。 また初秋の形容としても使われる
桃花癸水, とうかきすい, 女性の月経のこと。 「桃花」は女性を象徴した言葉
東窺西望, とうきせいぼう, あちらこちらを見回して、落ち着きのない様子。 「東窺」は東の方角をうかがい見ること
刀光剣影, とうこうけんえい, 殺気が漲みなぎり、今にも戦いが起こりそうな雰囲気のこと
闘志満満, とうしまんまん, 闘おうとする強い意志が満ち溢れていること。 「闘志」は戦う意欲のこと
当代随一, とうだいずいいち, この時代で最も優れた人物のこと。 同時代に存在する他の何にも勝っていることの表現
頭童歯豁, とうどうしかつ, 髪の毛が抜け、歯もあちこちが抜ける様子。老人のこと
東奔西走, とうほんせいそう, あちこち忙しく駆け回ること。 同義語：「東行西走とうこうせいそう」「東走西奔とうそうせいほん」
党利党略, とうりとうりゃく, 自分の所属する政党の利益と、そのためにめぐらす策略。 「党利」は、党派・政党の利益
当路之人, とうろのひと, 重要な地位に座っていて、権力を握っている人。政府高官
得意淡然, とくいたんぜん, 物事がうまく行っている調子が良いときは、おごらずに、慎ましい態度でいなさいという教え
得意満面, とくいまんめん, 思いどおりになって、誇らしげな様子が顔いっぱいに表れること
徳性滋養, とくせいじよう, 道徳心を育てること。 「徳性」は人が生まれつき持っている道徳的な性質
徳量寛大, とくりょうかんだい, 人格が立派で、度量が大きく人に対して寛容なこと。 「徳量」は徳のある人格
吐故納新, とこのうしん, 古いものを捨て、新しいものを取り入れること。 「吐故」は古いものを吐き出すこと
特権階級, とっけんかいきゅう, 政治的・経済的・社会的に優先権や支配権などの特権をもっている階級。また、その階級に属する人
殿様商売, とのさましょうばい, 売り手が努力せずに、自分達の立場の強さを利用して一方的な販売条件で商売をすること
道揆法守, どうきほうしゅ, 道理をもって物事を図り定め、自ら法を守こと
道化芝居, どうけしばい, 滑稽こっけいな仕草しぐさや台詞せりふで観客を笑わせる芝居。おどけ芝居
同床異夢, どうしょういむ, 同じ床で枕を並べて寝ても、それぞれ違った夢を見ること
土階茅茨, どかいぼうし, 質素な宮殿のこと
独具匠心, どくぐしょうしん, 詩文や音楽などの芸術物に独創的なアイデアや工夫が凝らされていること
独座観念, どくざかんねん, 井伊直弼いいなおすけが説いた茶道の心得のひとつ
読書尚友, どくしょしょうゆう, 本を読んで、昔の賢者を友人とすること
読書百遍, どくしょひゃっぺん, 意味の難しい文章でも、何度も読むことで自然に理解できるということ。 何度も丁寧にゆっくり読むべきことをいう
独身貴族, どくしんきぞく, 経済的・時間的に余裕がある独身者の気楽な生活を羨む言葉
独断専行, どくだんせんこう, 人の意見を聞かないで自分の判断で勝手に行動すること。 「独断」は自分だけの考えで決めること
独木難支, どくぼくなんし, ひとたび崩壊しかかると、一人の力では支えることができないことの喩え。 「独木支え難し」と訓読する
独立自尊, どくりつじそん, 他人の言動に惑わされず、自分自身に誇りをもって自力で生きること
独立不撓, どくりつふとう, 他人に頼らず自立して活動し、困難にあってもくじけないこと。 「独立」は、人の力を借りずに自分の力で身を立てること
土木形骸, どぼくけいがい, 土や木のように自然体でいること。 容姿を気にかけないこと、身の回りを飾らないことの喩え
曇華一現, どんげいちげん, 「曇華」は優曇華うどんげまたは優曇波羅華うどんはらげという想像上の花のことで、仏が現れるときなど、三千年に一度だけ花...
内柔外剛, ないじゅうがいごう, 外見は強く見えるが、本当は気が弱いこと。 「外剛内柔」でも誤りではない
内清外濁, ないせいがいだく, 内面では清廉高潔を保ったまま、表向きは妥協して、汚れたように装い俗物のように振る舞って、世間とうまく付き合っていくこ...
内疎外親, ないそがいしん, 内心では嫌っていながら、表面上は親しげにすること。 「内疎」は内心で嫌っていること
内憂外患, ないゆうがいかん, 国内にも国外にも問題や心配事がたくさんあること。 「内憂」は自国や所属する組織などの心配事
難易軽重, なんいけいちょう, 難しいのか易しいのか、軽いのか重いのか、物事の程度や価値を質問する言葉
難兄難弟, なんけいなんてい, 兄弟二人の力量などがほとんど同じで、優劣の判断が難しいこと。 「兄たり難く弟たり難し」と訓読する
難攻不落, なんこうふらく, 守りが固いため攻めることが困難で、なかなか陥落しないこと
南征北伐, なんせいほくばつ, 戦うために北へ南へと遠征を繰り返すという意味。 多くの戦いに明け暮れること
南都北嶺, なんとほくれい, 奈良の興福寺と比叡山ひえいざんの延暦寺えんりゃくじのこと
肉山脯林, にくざんほりん, 贅沢を極めた宴会のこと
日陵月替, にちりょうげったい, 日に日に衰退していくこと。 「日ひに陵りょうし月つきに替たいす」と訓読する
日就月将, にっしゅうげっしょう, 日ごと、月ごとに、毎日のように成果や進歩があること。日進月歩
二桃三士, にとうさんし, 策略によって人を陥れ自滅させること。 古代中国の春秋時代
二枚看板, にまいかんばん, 演劇などで中心となる二人の出演者のこと。または、劇団の二人の代表的人物
柔和温順, にゅうわおんじゅん, 優しくて穏やかなこと。 「柔和」は、優しいこと
如実知見, にょじつちけん, 仏教用語。物事の真相を正しく見極めること
如法暗夜, にょほうあんや, 月明かりのない完全な闇夜。暗闇
二律背反, にりつはいはん, 同じ領域の中の、どちらも正しい二つの命題が互いに矛盾する状態。 自己矛盾
人情相撲, にんじょうずもう, 対戦相手の苦しい事情を推察して、わざと負けること
盗人根性, ぬすびとこんじょう, 盗みを働く人に特有の、ずる賢く卑しい性質。 他人の隙を狙おうとする抜け目のない態度
寝牛起馬, ねうしおきうま, 牛は寝転ぶのを好み、馬は立つのを好む。 転じて、人の好みが様々であることの喩え
年災月殃, ねんさいげつおう, 次から次へと災害に見舞われる、最も不幸な日のこと。 「年災」は、天災で穀物が実らないこと
年年歳歳, ねんねんさいさい, 「毎年毎年」という意味
能者多労, のうしゃたろう, 才能や技能に優れた人ほど、多くの仕事を任されるので苦労が多いということ
喉元思案, のどもとじあん, 心の奥で深く考えたのではない、浅はかな考え。 別表記：「咽元思案」とも書く
杯水車薪, はいすいしゃしん, わずか一杯の盃さかずきの水だけで、燃えている車一台分の薪の火を消そうとすること
敗柳残花, はいりゅうざんか, 枯れた柳と咲き終えた花という意味から、美しい女性が年老いて、容姿が衰えたことの喩え
波及効果, はきゅうこうか, 波紋が広がるように、徐々に広い範囲に影響が広がっていくこと。 「波及」は波紋のように影響が広がり伝わっていくこと
破鏡不照, はきょうふしょう, 割れた鏡は元に戻らないように、一度別れた男女は復縁するのが難しいという喩え
白雲孤飛, はくうんこひ, 旅の途中で親を懐かしむことの喩え
博学才穎, はくがくさいえい, 広い分野にわたって深い知識を持ち、学問に精通していることを表す
博学篤志, はくがくとくし, 広く様々なことを熱心に学ぶこと。 学問を志す者の心構え
薄志弱行, はくしじゃっこう, 意志が弱く、決断力や実行力に欠けること。物事に対する消極的な態度や姿勢のこと
白紙撤回, はくしてっかい, それまでの経緯をすべて取り消して、元の状態に戻すこと。 ゼロベース思考
白首窮経, はくしゅきゅうけい, 白髪頭になるまで経書を研究するという意味。 歳をとって老いても学問に精を出すこと
白荼赤火, はくとせきか, 戦場全体に軍を展開すること。 兵士達が白し花のように一斉に散り、赤い炎が燃え盛るように広がっていく様子
白髪青袗, はくはつせいしん, 老年にいたって、ようやく官職を得ること
白眉最良, はくびさいりょう, 三国志の時代。馬氏の五人兄弟は皆揃って優秀だったが、その中でも眉毛の白い「馬良ばりょう」が一番優れていたという
薄物細故, はくぶつさいこ, 些細な物事。役に立たないもの
伯楽一顧, はくらくいっこ, 世に埋もれていた人が、その才能を見出され、重用されること。 「伯楽」は、馬を見分ける名人と称された人
博覧強記, はくらんきょうき, 広く古今東西の書物を読み、良く記憶していること
薄利多売, はくりたばい, ひとつ商品の価格を安く設定して利益を少なくし、大量に売ることにより儲けること
八元八愷, はちげんはちがい, 心が清く正しくて、徳の高い人のこと。「元愷げんがい」ともいう
八面六臂, はちめんろっぴ, 八つの顔と六つの臂という意味。転じて、一人で何人分もの働きをすること
白駒空谷, はっくくうこく, 賢者が登用されず、民間にいること。 また逆に、賢者がみな公的な機関に属していて、民間にいないこと
八紘一宇, はっこういちう, 全世界を一つにまとめて、家族のようにまとめようという思想
白虹貫日, はっこうかんじつ, 太陽を貫いてかかる白い虹。 革命が起こり、君主に危害が迫る前兆とされた
八索九丘, はっさくきゅうきゅう, 古代中国の書物の名。 「八索」は八卦のことが書かれているとされる書物
八宗兼学, はっしゅうけんがく, 日本の仏教の八つの宗派を併せて学ぶことを指す。 また物事を広く学び、理解するという意味もある
発憤興起, はっぷんこうき, 心を奮い起こして立ち上がること。 別表記：「発奮興起」
発憤忘食, はっぷんぼうしょく, 食事を忘れるほどに夢中で取り組むこと。 「発憤して食を忘る」と読み下す
発菩提心, はつぼだいしん, これから悟りを得ようとする心。 仏道に精進していく決意を表す言葉
撥乱反正, はつらんはんせい, 乱れた世の中を治めて、正常な世に戻すこと。 「乱らんを撥おさめて正せいに反かえす」と訓読する
破天荒解, はてんこうかい, 誰も想定できなかった驚嘆するような出来事。 今まで誰もできなかったことを初めて成し遂げること
波涛万里, はとうばんり, 海に隔てられた遥か彼方の国のこと。または、そこに至るまでの航路
波濤万里, はとうばんり, 遥か海を隔てた、遠い異国の地。 「波濤」は、大きな波
波瀾曲折, はらんきょくせつ, 非常に込み入った複雑な事情。 「波瀾」は波と荒波という意味から、争いを比喩した言葉
反客為主, はんかくいしゅ, 兵法三十六計の第三十計。 一旦敵の配下に従属しておき、内から乗っ取りをかける策略
半信半疑, はんしんはんぎ, 半分は信じているが半分は疑っている状態。 嘘か本当か判断に迷う様子
半身不随, はんしんふずい, 脳の障害などで、身体の右半身または左半身が麻痺まひして不自由になる症状
梅妻鶴子, ばいさいかくし, 妻の代わりに梅を植え、子の代わりに鶴を飼う。俗世を離れた風流な隠遁生活のこと
倍日并行, ばいじつへいこう, 「倍日」は二日分、「并行」は合わせて行うという意味で、二日分の行程を一日で進むという意味
麦穂両岐, ばくすいりょうき, 麦の穂が二股に分かれて実ること。転じて、豊作の兆し
馬歯徒増, ばしとぞう, 自分が年齢を重ねたことの謙称。 馬は歯によって年齢がわかることから、「馬歯」は年齢を意味する
抜苦与楽, ばっくよらく, 苦しみを取り除いて、安楽を与えること。 もとは仏教用語で、仏が人々を苦しみから救い、福楽を与えることを意味する
抜山蓋世, ばつざんがいせい, 山を引き抜くほどの強大な力と、世を覆い尽くすほどの意気込みがあること
抜来報往, ばつらいほうおう, 速やかにやって来て、速やかに去っていくこと。 定められた順序や手順を飛び越えて行う喩えとして使うこともある
万事万端, ばんじばんたん, あらゆる物事と、それに関するすべての事柄、すべての手段。 「万事」は、すべてのこと
万物殷富, ばんぶついんぷ, 国が繁栄して豊かになること
万物斉同, ばんぶつせいどう, 道家の思想家『荘子そうし』が唱えた概念
彼岸西風, ひがんにし, 春の彼岸のころに吹く西風。涅槃吹ねはんふき
皮相浅薄, ひそうせんぱく, 物事の見方や考え方が上辺だけで不充分なこと。 表面的で底が浅いこと
筆耕硯田, ひっこうけんでん, 文章を書くことで収入を得て生活する人のこと
人身御供, ひとみごくう, 祭式、儀式にあたって生きた人間を神への生贄として捧げること
一人相撲, ひとりずもう, 一人で、二人で相撲をとっているような所作をしてみせること。 相手がいないのに自分だけで気負い込むこと
肥肉厚酒, ひにくこうしゅ, 贅沢な食べ物と酒。 肥えてたいへん美味な肉と、上等な旨い酒
皮肉骨髄, ひにくこつずい, 禅宗の僧侶、達磨大師が四人の弟子たちを「我が皮を得たり」「我が肉を得たり」「我が骨を得たり」「我が髄を得たり」と評価...
被髪文身, ひはつぶんしん, 異民族の野蛮な風習。 「被髪」は結ばずに振り乱した髪の毛
百載無窮, ひゃくさいむきゅう, 永遠にきわまりなく果てしないこと
百尺竿頭, ひゃくしゃくかんとう, 百尺の竿さおの先端に達しているが、その上でなお、もう一歩を進もうとすること
百舎重趼, ひゃくしゃちょうけん, 困難を乗り越えて遠路を進むこと。 「百舎」は百日宿泊すること
百姓一揆, ひゃくしょういっき, 江戸時代に、農民が結束して領主や代官の悪政や過重な年貢に対して反抗した暴動
百術千慮, ひゃくじゅつせんりょ, 先々のことまで深く考えをめぐらせること
百世之師, ひゃくせいのし, 後世まで人々から尊敬され、師と仰がれる人
百折不撓, ひゃくせつふとう, 何度失敗しても志を曲げず、決して諦あきらめないこと。 「百折」は何度も挫折すること
百八煩悩, ひゃくはちぼんのう, 人間の迷いの原因となるすべての欲望のこと
百薬之長, ひゃくやくのちょう, 適度な飲酒はどんな良薬よりも効果があると、酒を称賛した言葉
百伶百利, ひゃくれいひゃくり, 非常に賢いこと。 別表記：「百伶百俐」
百錬成鋼, ひゃくれんせいこう, 心と体を何度も鍛えることによって、初めて立派な人物になることができるということ。 また、意志が非常に強いことの形容
百花斉放, ひゃっかせいほう, 多くの花が一斉に咲くこと。 文学・芸術において多くの人が自由に活発に活動すること
百花繚乱, ひゃっかりょうらん, 様々な種類の花が色とりどりに咲き乱れる様子。 転じて、多くの著名人や美女が一堂に会する華やかな状況
百挙百捷, ひゃっきょひゃくしょう, どんなことも行っただけうまくいくこと。 やればやっただけうまくいくこと
百孔千瘡, ひゃっこうせんそう, 百の穴と千の切り傷があるという意味で、多くの短所や欠点があること。 または、ひどく傷だらけでぼろぼろの状態のこと
百古不磨, ひゃっこふま, ずっと後の世まで滅びずに存在し続けること。 同義語：「百世不磨ひゃくせいふま」
氷肌玉骨, ひょうきぎょっこつ, 「透明な氷のように清らかな肌」という意味。美しい女性の形容
氷壺秋月, ひょうこしゅうげつ, 清廉潔白せいれんけっぱくな人物の形容。 「氷壺」は白い玉でできていて、中に氷が入っている壺
氷消瓦解, ひょうしょうがかい, 氷が溶けてなくなるように、また屋根の瓦が次々と崩れていくように、物事が跡形なく消え去っていくこと
比翼連理, ひよくれんり, 相思相愛の仲。 「比翼」も「連理」もどちらも中国の伝説上の鳥と木の名称
飛竜乗雲, ひりゅうじょううん, 竜が雲に乗って颯爽と現れること。転じて、能力を発揮する機会を得て英雄が世に出ることの喩え
皮裏陽秋, ひりようしゅう, 心の中では善悪や是非を判断して批判するが、決して口には出さないこと。 同義語：「皮裏春秋ひりしゅんじゅう」
貧者一燈, ひんじゃいっとう, 仏教用語で、「貧しい人の寄付は、たとえ僅かであっても、金持ちの多大な寄付よりも尊い」という教え
眉間一尺, びかんいっしゃく, 眉の間が広いこと。賢者の人相とされる
媚眼秋波, びがんしゅうは, 美人の艶かしい色目や流し目のこと。 「媚眼」は媚びるような目つきのこと
微言大義, びげんたいぎ, 簡潔な言葉の中に、深い意味や隠された含蓄が潜んでいること。 「微言」は微妙な言葉、奥深い言葉
美辞麗句, びじれいく, 美しく飾り立てた聞いて心地よい言葉。 最近では内容のない空疎な言葉の羅列を多少皮肉まじりに軽蔑していう場合が多い
富貴在天, ふうきざいてん, 財産や地位などは天の意思で決められたもので、人間の力ではどうにもならないという意味
富貴浮雲, ふうきふうん, 富や地位などは、はかないものであるという意味。 悪行で得た富や地位は、はかなく頼りにならないこと
富貴福沢, ふうきふくたく, 多くの財産があり、地位も高く、幸せなこと。 「富貴」は財産があって、しかも身分が高いこと
風狂無頼, ふうきょうぶらい, 常識を大きく逸脱し、無法な振る舞いを行いながら、妥協することなく、芸術や哲学や科学などの研究に没頭すること
富貴利達, ふうきりたつ, 多くの財産を得て高い地位や官職に就くこと。 「富貴」は財産があって身分が高いこと
風光明媚, ふうこうめいび, 山や川など、自然の景色が清らかで美しく、素晴らしい眺めのこと。 「風光」は自然の美しい眺め
風清弊絶, ふうせいへいぜつ, 古い風習や習慣が変わり、弊害がなくなること。 別表記：「弊絶風清へいぜつふうせい」
風前之灯, ふうぜんのともしび, 風が吹いていて今にも消えそうな灯火のように、人の命や物事が非常に危険な状況にあることの喩え
風霜高潔, ふうそうこうけつ, 美しい秋の景色の形容。 風が空高く吹き渡り、霜が白く清らに降りるという意味
風流韻事, ふうりゅういんじ, 自然と親しむ上品で優雅な趣味。 特に、詩歌・俳句・書画などを楽しむこと
浮雲翳日, ふうんえいじつ, 空に漂う雲が、太陽を覆い隠してしまうことを表し、悪人が政権を握って世の中が暗くなることを意味する
浮雲朝露, ふうんちょうろ, 不安定で当てにならないこと。 または物事の儚いことの喩え
不易流行, ふえきりゅうこう, いつまでも変化しない本質的なものの中に、新しい要素を取り入れて変化し続けるということ
不飲酒戒, ふおんじゅかい, 仏教において在家の信者が守るべきとされる「五戒」のうちの一つ。 酒を飲むことを禁じた戒め
不可抗力, ふかこうりょく, 天変地異などのように、人の力では逆らうことができない事態
不可思議, ふかしぎ, 不思議なこと、常識では考えられないこと。人間の認識や理解の限界を超えていること
不可説転, ふかせつてん, 華厳経に登場する自然数の数詞。 無量大数を遥かに超える巨大な数
不羈独立, ふきどくりつ, 他から制約や束縛をされること無く、自分の思いに従って自由に活動すること
複雑多岐, ふくざつたき, 物事などが入り組んでいて、しかも多方面に関わり、全体を把握することが困難なこと
覆水難収, ふくすいなんしゅう, 一度別れた夫婦の仲は元には戻らないことの喩え。 「覆水収め難し」と訓読する
覆水不返, ふくすいふへん, こぼれた水は元には戻らないという意味から、一度別れた夫婦は復縁するのが難しい喩え。 「覆水は返らず」と訓読する
不耕不織, ふこうふしょく, 生産的な仕事をしないこと。または、そのような身分のこと
不失正鵠, ふしつせいこく, 的の中心を正確に射抜くという意味で、物事の要点や急所を正確に掴むこと。 「正鵠せいこくを失うしなわず」と訓読する
不惜身命, ふしゃくしんみょう, もとは仏教用語。命を惜しまず、全てを捧げる覚悟で努力すること
夫唱婦随, ふしょうふずい, 夫婦仲が良いことの喩え。 まず夫が何かを言い、続いて妻がそれに従うという意味
不生不滅, ふしょうふめつ, 仏教用語。生じることもなく、滅びることもないという意味
不承不承, ふしょうぶしょう, 気が進まないままに、やむをえず物事を行うこと。嫌々ながらも承知すること
浮生若夢, ふせいじゃくむ, 人の一生は儚いということ。 「浮生は夢の若し」と訓読する
浮声切響, ふせいせっきょう, 高く軽い声と低く重い声。 音響やリズムの高低や軽重のこと
浮石沈木, ふせきちんぼく, 水に沈むはずの石を浮かせ、水に浮くはずの木を沈めるという意味
不殺生戒, ふせっしょうかい, 仏教において在家の信者が守るべきとされる「五戒」のうちの一つ。 生き物を故意に殺してはならないという戒め
補陀落山, ふだらくせん, 伝説で、南インドの海岸にあると信じられている、観音菩薩が住む八角形の山
不断節季, ふだんせっき, 毎日が節季のつもりで、借金をせずに真面目に商売に励み、地道に生活していれば、将来に困ることはないという教え
不知不識, ふちふしき, 気づかないうちに。無意識のうちに
普天率土, ふてんそつど, 全世界。 または天下を治める王のこと
不得要領, ふとくようりょう, 要領を得ないこと。要点が明確でないこと
